finding_id,page,section,description,published_value,unit,tolerance,source,requires_gallup,gallup_items,note
C4_6_men_once_twice,23,Chart 4.6,"Times experienced psychological violence and harassment at work (those who experienced it): % once or twice, men",35,pct,,chart,N,,
C4_6_men_three_five,23,Chart 4.6,"Times experienced psychological violence and harassment at work (those who experienced it): % three to five times, men",25,pct,,chart,N,,
C4_6_men_more_five,23,Chart 4.6,"Times experienced psychological violence and harassment at work (those who experienced it): % more than five times, men",37,pct,,chart,N,,
C4_7_women_yes,24,Chart 4.7,"Ever experienced sexual violence and harassment at work (ever worked): % yes, women",7,pct,,chart,N,,
C4_7_women_no,24,Chart 4.7,"Ever experienced sexual violence and harassment at work (ever worked): % no, women",93,pct,,chart,N,,
C4_7_men_yes,24,Chart 4.7,"Ever experienced sexual violence and harassment at work (ever worked): % yes, men",5,pct,,chart,N,,
C4_7_men_no,24,Chart 4.7,"Ever experienced sexual violence and harassment at work (ever worked): % no, men",95,pct,,chart,N,,
C4_7_women_once_twice,24,Chart 4.7,"Times experienced sexual violence and harassment at work (those who experienced it): % once or twice, women",42,pct,,chart,N,,
C4_7_women_three_five,24,Chart 4.7,"Times experienced sexual violence and harassment at work (those who experienced it): % three to five times, women",24,pct,,chart,N,,
C4_7_women_more_five,24,Chart 4.7,"Times experienced sexual violence and harassment at work (those who experienced it): % more than five times, women",32,pct,,chart,N,,
C4_7_men_once_twice,24,Chart 4.7,"Times experienced sexual violence and harassment at work (those who experienced it): % once or twice, men",50,pct,,chart,N,,
C4_7_men_three_five,24,Chart 4.7,"Times experienced sexual violence and harassment at work (those who experienced it): % three to five times, men",21,pct,,chart,N,,
C4_7_men_more_five,24,Chart 4.7,"Times experienced sexual violence and harassment at work (those who experienced it): % more than five times, men",25,pct,,chart,N,,
X46,23,Chapter 4,"Gap (men minus women), % ever experienced physical V&H at work",2,pct,,text,N,,
X47,23,Chapter 4,"Gap (women minus men), % experienced physical V&H three or more times ('no difference')",0,pct,,text,N,,
X48,23,Chapter 4,"Gap (men minus women), % ever experienced psychological V&H at work",1,pct,,text,N,,
X49,23,Chapter 4,"Gap (men minus women), % experienced psychological V&H three or more times",2,pct,,text,N,,
X50,24,Chapter 4,"Gap (women minus men), % ever experienced sexual V&H at work",2,pct,,text,N,,
X51,24,Chapter 4,"Gap (women minus men), % experienced sexual V&H three or more times",10,pct,,text,N,,
C4_8_women_yes,24,Chart 4.8,"Told anyone about violence and harassment at work: % yes, women",57,pct,,chart,N,,
C4_8_women_no,24,Chart 4.8,"Told anyone about violence and harassment at work: % no, women",42,pct,,chart,N,,
C4_8_men_yes,24,Chart 4.8,"Told anyone about violence and harassment at work: % yes, men",48,pct,,chart,N,,
C4_8_men_no,24,Chart 4.8,"Told anyone about violence and harassment at work: % no, men",51,pct,,chart,N,,
X52,24,Chapter 4,"Gap (women minus men), % told someone about V&H at work",9,pct,,text,N,,
C4_9_women_employer_yes,25,Chart 4.9,"Whom told about violence and harassment at work: employer or supervisor, % yes, women",52,pct,,chart,N,,
C4_9_women_employer_no,25,Chart 4.9,"Whom told about violence and harassment at work: employer or supervisor, % no, women",48,pct,,chart,N,,
C4_9_women_union_yes,25,Chart 4.9,"Whom told about violence and harassment at work: trade union representative, % yes, women",14,pct,,chart,N,,
C4_9_women_union_no,25,Chart 4.9,"Whom told about violence and harassment at work: trade union representative, % no, women",86,pct,,chart,N,,
C4_9_women_coworker_yes,25,Chart 4.9,"Whom told about violence and harassment at work: co-worker, % yes, women",66,pct,,chart,N,,
C4_9_women_coworker_no,25,Chart 4.9,"Whom told about violence and harassment at work: co-worker, % no, women",34,pct,,chart,N,,
C4_9_women_police_yes,25,Chart 4.9,"Whom told about violence and harassment at work: police/community leader, % yes, women",13,pct,,chart,N,,
C4_9_women_police_no,25,Chart 4.9,"Whom told about violence and harassment at work: police/community leader, % no, women",87,pct,,chart,N,,
C4_9_women_family_yes,25,Chart 4.9,"Whom told about violence and harassment at work: friend or family, % yes, women",85,pct,,chart,N,,
C4_9_women_family_no,25,Chart 4.9,"Whom told about violence and harassment at work: friend or family, % no, women",15,pct,,chart,N,,
C4_9_women_social_yes,25,Chart 4.9,"Whom told about violence and harassment at work: social services or not-for-profit, % yes, women",8,pct,,chart,N,,
C4_9_women_social_no,25,Chart 4.9,"Whom told about violence and harassment at work: social services or not-for-profit, % no, women",92,pct,,chart,N,,
C4_9_men_employer_yes,25,Chart 4.9,"Whom told about violence and harassment at work: employer or supervisor, % yes, men",55,pct,,chart,N,,
C4_9_men_employer_no,25,Chart 4.9,"Whom told about violence and harassment at work: employer or supervisor, % no, men",45,pct,,chart,N,,
C4_9_men_union_yes,25,Chart 4.9,"Whom told about violence and harassment at work: trade union representative, % yes, men",16,pct,,chart,N,,
C4_9_men_union_no,25,Chart 4.9,"Whom told about violence and harassment at work: trade union representative, % no, men",84,pct,,chart,N,,
C4_9_men_coworker_yes,25,Chart 4.9,"Whom told about violence and harassment at work: co-worker, % yes, men",69,pct,,chart,N,,
C4_9_men_coworker_no,25,Chart 4.9,"Whom told about violence and harassment at work: co-worker, % no, men",31,pct,,chart,N,,
C4_9_men_police_yes,25,Chart 4.9,"Whom told about violence and harassment at work: police/community leader, % yes, men",18,pct,,chart,N,,
C4_9_men_police_no,25,Chart 4.9,"Whom told about violence and harassment at work: police/community leader, % no, men",82,pct,,chart,N,,
C4_9_men_family_yes,25,Chart 4.9,"Whom told about violence and harassment at work: friend or family, % yes, men",83,pct,,chart,N,,
C4_9_men_family_no,25,Chart 4.9,"Whom told about violence and harassment at work: friend or family, % no, men",17,pct,,chart,N,,
C4_9_men_social_yes,25,Chart 4.9,"Whom told about violence and harassment at work: social services or not-for-profit, % yes, men",9,pct,,chart,N,,
C4_9_men_social_no,25,Chart 4.9,"Whom told about violence and harassment at work: social services or not-for-profit, % no, men",91,pct,,chart,N,,
X53_family,25,Chapter 4,"Gap (women minus men), % told a friend or family member",2,pct,,text,N,,
X53_employer,25,Chapter 4,"Gap (men minus women), % told their supervisor",3,pct,,text,N,,
X53_coworker,25,Chapter 4,"Gap (men minus women), % told a co-worker",3,pct,,text,N,,
X53_union,25,Chapter 4,"Gap (men minus women), % told a trade union representative",2,pct,,text,N,,
X53_police,25,Chapter 4,"Gap (men minus women), % told the police, a community leader or labour inspector",5,pct,,text,N,,
C4_10_women_waste_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: a waste of time, % yes, women",53,pct,,chart,N,,
C4_10_women_waste_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: a waste of time, % no, women",45,pct,,chart,N,,
C4_10_women_find_out_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: worried people at work would find out, % yes, women",46,pct,,chart,N,,
C4_10_women_find_out_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: worried people at work would find out, % no, women",53,pct,,chart,N,,
C4_10_women_not_know_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: did not know what to do, % yes, women",46,pct,,chart,N,,
C4_10_women_not_know_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: did not know what to do, % no, women",53,pct,,chart,N,,
C4_10_women_punishment_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: fear of punishment, % yes, women",37,pct,,chart,N,,
C4_10_women_punishment_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: fear of punishment, % no, women",62,pct,,chart,N,,
C4_10_women_procedures_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: unclear procedures at work, % yes, women",42,pct,,chart,N,,
C4_10_women_procedures_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: unclear procedures at work, % no, women",55,pct,,chart,N,,
C4_10_women_reputation_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: fear for reputation, % yes, women",46,pct,,chart,N,,
C4_10_women_reputation_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: fear for reputation, % no, women",53,pct,,chart,N,,
C4_10_women_trust_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: lack of trust in police/community leaders, % yes, women",39,pct,,chart,N,,
C4_10_women_trust_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: lack of trust in police/community leaders, % no, women",59,pct,,chart,N,,
C4_10_men_waste_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: a waste of time, % yes, men",57,pct,,chart,N,,
C4_10_men_waste_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: a waste of time, % no, men",41,pct,,chart,N,,
C4_10_men_find_out_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: worried people at work would find out, % yes, men",36,pct,,chart,N,,
C4_10_men_find_out_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: worried people at work would find out, % no, men",62,pct,,chart,N,,
C4_10_men_not_know_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: did not know what to do, % yes, men",33,pct,,chart,N,,
C4_10_men_not_know_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: did not know what to do, % no, men",66,pct,,chart,N,,
C4_10_men_punishment_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: fear of punishment, % yes, men",34,pct,,chart,N,,
C4_10_men_punishment_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: fear of punishment, % no, men",65,pct,,chart,N,,
C4_10_men_procedures_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: unclear procedures at work, % yes, men",42,pct,,chart,N,,
C4_10_men_procedures_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: unclear procedures at work, % no, men",56,pct,,chart,N,,
C4_10_men_reputation_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: fear for reputation, % yes, men",44,pct,,chart,N,,
C4_10_men_reputation_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: fear for reputation, % no, men",54,pct,,chart,N,,
C4_10_men_trust_yes,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: lack of trust in police/community leaders, % yes, men",44,pct,,chart,N,,
C4_10_men_trust_no,26,Chart 4.10,"Reasons for not telling anyone about violence and harassment at work: lack of trust in police/community leaders, % no, men",53,pct,,chart,N,,
X54_not_know,26,Chapter 4,"Gap (women minus men), % did not tell: did not know what to do",13,pct,,text,N,,
X54_find_out,26,Chapter 4,"Gap (women minus men), % did not tell: worried people at work would find out",12,pct,,text,N,,"The chart on the same page shows 46% vs 36%, a 10-point gap; the text says 12."
X54_punishment,26,Chapter 4,"Gap (women minus men), % did not tell: fear of punishment",3,pct,,text,N,,
X54_waste,26,Chapter 4,"Gap (men minus women), % did not tell: a waste of time",4,pct,,text,N,,
X54_trust,26,Chapter 4,"Gap (men minus women), % did not tell: lack of trust",5,pct,,text,N,,
